Rk,I,Split,Year,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
143,,Bat7-9non-P,1912,6730,4929,20416,18121,1948,4588,641,222,56,2057,524,,1539,2129,.253,.317,.322,.640,5841,,168,414,,94,555,.284,,
144,,Batting 1st,1912,2595,2464,11428,9761,1689,2673,392,138,37,709,537,,1350,1079,.274,.368,.354,.722,3452,,106,161,,4,279,.305,,
145,,Bat7-9non-P,1913,7113,4936,20327,18115,1693,4433,626,251,69,1787,543,,1527,2123,.245,.310,.318,.628,5768,,181,398,,54,298,.274,,
146,,Batting 5th,1913,2597,2468,10219,9034,1167,2549,353,176,76,1137,349,,809,888,.282,.346,.385,.732,3482,,80,212,,15,138,.306,,
147,,Batting 2nd,1913,2650,2468,10994,9578,1357,2512,351,140,57,825,483,,935,860,.262,.332,.346,.678,3314,,59,383,,1,173,.283,,
148,,Bat1-2non-P,1913,5265,4936,22245,19320,2889,5066,693,308,98,1390,1055,,2178,1954,.262,.342,.345,.687,6669,,150,527,,3,368,.288,,
149,,Bat3-6non-P,1913,10446,9872,41405,36600,4776,10262,1585,644,284,4352,1636,,3274,3499,.280,.345,.382,.727,13987,,348,870,,77,607,.304,,
150,,Batting 3rd,1913,2600,2468,10744,9407,1339,2712,430,164,67,1045,506,,939,785,.288,.358,.390,.749,3671,,90,236,,12,164,.309,,
151,,Batting 9th,1913,5238,2468,9109,8291,642,1534,218,72,24,537,77,,489,2082,.185,.233,.237,.470,1968,,31,261,,5,129,.244,,
152,,Batting 1st,1913,2649,2468,11266,9757,1542,2557,342,168,41,565,572,,1243,1102,.262,.351,.344,.695,3358,,91,144,,2,195,.292,,
153,,Batting 6th,1913,2720,2468,9964,8867,1005,2303,364,132,65,933,342,,711,976,.260,.321,.353,.673,3126,,87,236,,12,154,.286,,
154,,Batting 4th,1913,2603,2468,10487,9301,1278,2699,438,173,76,1237,441,,815,855,.290,.353,.399,.752,3711,,91,186,,38,151,.313,,
155,,Batting 7th,1913,2828,2468,9711,8600,861,2086,291,118,33,864,336,,743,962,.243,.309,.315,.625,2712,,90,223,,9,147,.270,,
156,,Batting 8th,1913,3288,2468,9410,8440,775,2086,290,124,30,801,188,,675,971,.247,.309,.322,.631,2714,,87,163,,40,134,.276,,
157,,Batting 7th,1914,4200,3758,14629,12974,1230,3080,465,154,55,1200,485,,1098,1446,.237,.303,.310,.613,4018,,123,322,,17,370,.264,,
158,,Batting 8th,1914,4838,3758,14171,12595,1185,3033,446,141,35,1157,289,,1175,1491,.241,.310,.307,.617,3866,,91,212,,94,305,.271,,
159,,Bat7-9non-P,1914,10655,7520,30730,27269,2537,6519,972,310,99,2555,797,,2459,3274,.239,.307,.308,.616,8408,,234,543,,114,719,.269,,
160,,Batting 1st,1914,4014,3758,17043,14880,2207,3926,510,219,73,981,734,,1754,1488,.264,.347,.342,.689,5093,,132,209,,9,397,.289,,
161,,Batting 2nd,1914,4009,3758,16668,14366,2096,3796,546,189,59,1095,695,,1458,1312,.264,.337,.341,.678,4897,,123,643,,8,405,.288,,
162,,Batting 9th,1914,7932,3758,13759,12443,974,2235,299,84,37,828,105,,768,3145,.180,.230,.226,.456,2813,,51,438,,3,241,.237,,
163,,Batting 3rd,1914,4002,3758,16274,14114,2103,4083,634,285,129,1752,851,,1489,1289,.289,.363,.402,.765,5674,,156,388,,27,383,.311,,
164,,Batting 4th,1914,3969,3758,15927,14094,1816,3960,678,254,134,2152,549,,1262,1309,.281,.346,.394,.740,5548,,137,230,,80,370,.302,,
165,,Bat1-2non-P,1914,7978,7516,33695,29231,4297,7720,1056,408,132,2075,1429,,3212,2794,.264,.342,.342,.684,9988,,255,851,,17,802,.288,,
166,,Bat3-6non-P,1914,15876,15028,62805,55382,6816,15073,2374,966,449,7103,2423,,4958,5311,.272,.338,.374,.712,20726,,511,1357,,142,1489,.295,,
167,,Batting 5th,1914,3971,3758,15539,13816,1539,3718,553,234,107,1780,505,,1107,1374,.269,.328,.366,.695,5060,,112,347,,23,352,.293,,
168,,Batting 6th,1914,4048,3758,15092,13380,1382,3320,512,194,81,1427,527,,1104,1345,.248,.310,.334,.644,4463,,106,393,,12,385,.271,,
169,,Batting 2nd,1915,4004,3728,16542,14188,2033,3741,499,212,64,1151,575,,1412,1229,.264,.336,.342,.678,4856,,126,734,,7,347,.285,,
170,,Batting 7th,1915,4113,3728,14584,12944,1236,3108,450,165,49,1265,458,,1093,1405,.240,.305,.312,.616,4035,,110,331,,29,357,.266,,
171,,Bat7-9non-P,1915,10357,7463,30561,27185,2532,6435,930,321,95,2556,724,,2331,3104,.237,.302,.305,.607,8292,,215,617,,155,704,.264,,
172,,Batting 1st,1915,3945,3728,16960,14784,2137,3688,490,236,51,960,664,,1748,1384,.249,.335,.325,.659,4803,,144,220,,10,365,.272,,
173,,Bat1-2non-P,1915,7918,7456,33493,28963,4167,7426,989,448,115,2111,1239,,3160,2610,.256,.335,.333,.669,9656,,270,954,,17,711,.279,,
174,,Bat3-6non-P,1915,15723,14906,62410,54834,6677,14710,2365,921,393,6863,2142,,5039,5000,.268,.336,.366,.702,20096,,511,1378,,171,1362,.290,,
175,,Batting 3rd,1915,3923,3728,16167,14008,1905,3845,571,228,95,1612,713,,1437,1260,.274,.347,.368,.715,5157,,117,442,,24,360,.296,,
176,,Batting 4th,1915,3901,3728,15817,13941,1828,3892,655,277,134,1987,495,,1299,1210,.279,.347,.395,.742,5503,,153,248,,71,330,.298,,
177,,Batting 8th,1915,4651,3728,14128,12608,1188,2962,439,140,42,1123,243,,1056,1371,.235,.299,.302,.601,3807,,96,276,,120,326,.261,,
178,,Batting 5th,1915,3973,3728,15446,13605,1574,3668,624,227,80,1775,506,,1206,1229,.270,.334,.366,.701,4986,,119,347,,50,332,.292,,
179,,Batting 6th,1915,4036,3728,15020,13316,1387,3310,516,189,84,1492,434,,1098,1311,.249,.312,.335,.646,4456,,122,343,,26,340,.271,,
180,,Batting 9th,1915,7767,3728,13698,12327,927,2253,313,89,36,876,96,,796,3160,.183,.236,.231,.467,2852,,57,453,,8,199,.243,,
181,,Batting 7th,1916,2878,2494,9760,8618,771,2054,292,95,16,794,274,,751,932,.238,.305,.300,.605,2584,,73,249,,21,220,.266,,
182,,Batting 3rd,1916,2667,2494,10806,9512,1270,2692,412,157,56,949,477,,898,870,.283,.349,.377,.726,3586,,72,244,,26,211,.307,,
183,,Batting 2nd,1916,2722,2494,11075,9593,1220,2355,316,117,30,659,415,,840,914,.245,.312,.312,.624,2995,,90,502,,5,259,.269,,
184,,Batting 6th,1916,2783,2494,10061,8877,855,2306,342,94,54,985,337,,777,894,.260,.324,.338,.662,2998,,67,236,,33,218,.284,,
185,,Bat1-2non-P,1916,5305,4988,22419,19635,2546,4859,686,289,77,1282,817,,1928,1918,.247,.319,.324,.643,6354,,132,623,,12,511,.271,,
186,,Bat3-6non-P,1916,10694,9972,41769,36996,4317,9998,1546,585,253,4329,1498,,3205,3543,.270,.334,.364,.698,13473,,315,843,,164,900,.294,,
187,,Bat7-9non-P,1916,7304,4992,20552,18209,1512,4258,627,206,41,1664,434,,1593,2084,.234,.301,.298,.599,5420,,160,446,,113,449,.262,,
188,,Batting 1st,1916,2621,2494,11354,10050,1326,2505,370,172,47,623,402,,1088,1007,.249,.325,.334,.659,3360,,42,123,,7,252,.273,,
189,,Batting 4th,1916,2673,2494,10580,9391,1175,2579,396,158,85,1274,374,,826,944,.275,.339,.378,.716,3546,,84,161,,58,249,.298,,
190,,Batting 9th,1916,5538,2494,9141,8289,569,1448,195,71,17,554,56,,500,2220,.175,.225,.221,.446,1836,,38,268,,5,131,.236,,
191,,Batting 8th,1916,3263,2494,9441,8402,670,1942,293,102,20,709,141,,718,947,.231,.298,.297,.595,2499,,77,185,,88,204,.259,,
192,,Batting 5th,1916,2658,2494,10347,9239,1033,2423,396,176,58,1121,318,,706,841,.262,.321,.362,.683,3345,,92,202,,47,223,.284,,
193,,Batting 6th,1917,2703,2494,10060,8972,913,2283,300,137,36,938,264,,686,819,.254,.313,.330,.643,2965,,77,253,,29,224,.277,,
194,,Batting 1st,1917,2660,2494,11366,9980,1352,2509,355,147,34,605,386,,1134,938,.251,.332,.327,.658,3260,,66,127,,6,227,.275,,
195,,Batting 3rd,1917,2595,2494,10866,9567,1215,2688,392,156,53,1016,429,,865,707,.281,.345,.371,.716,3551,,63,275,,31,236,.299,,
196,,Batting 8th,1917,3155,2494,9464,8415,701,1947,277,80,17,798,167,,710,801,.231,.297,.289,.586,2435,,77,189,,69,220,.254,,
197,,Batting 7th,1917,2850,2494,9752,8619,752,2046,292,102,24,800,223,,703,882,.237,.299,.303,.602,2614,,57,292,,21,227,.262,,
198,,Bat7-9non-P,1917,7027,4988,20438,18137,1492,4224,608,194,45,1734,403,,1503,1869,.233,.297,.295,.592,5355,,144,491,,93,479,.258,,
199,,Batting 9th,1917,5257,2494,9178,8306,553,1487,213,67,13,538,44,,486,2050,.179,.227,.225,.452,1873,,29,310,,3,185,.236,,
200,,Batting 5th,1917,2683,2494,10340,9214,1022,2442,360,137,50,1075,266,,712,831,.265,.323,.350,.673,3226,,78,229,,52,229,.287,,
201,,Batting 4th,1917,2593,2494,10611,9429,1170,2616,419,177,80,1328,320,,795,836,.277,.339,.385,.723,3629,,76,191,,52,238,.298,,
202,,Batting 2nd,1917,2660,2494,11101,9567,1270,2375,306,140,28,650,347,,878,841,.248,.316,.318,.634,3045,,62,536,,6,266,.270,,
203,,Bat1-2non-P,1917,5292,4988,22462,19542,2619,4882,661,287,62,1254,733,,2012,1779,.250,.324,.323,.646,6303,,128,663,,12,492,.272,,
204,,Bat3-6non-P,1917,10513,9976,41873,37178,4309,10028,1471,607,219,4357,1276,,3058,3193,.270,.330,.360,.690,13370,,294,948,,164,927,.290,,
205,,Bat1-2non-P,1918,4203,4064,18429,16043,2218,4169,560,210,33,1010,563,,1659,1177,.260,.334,.327,.661,5248,,115,525,,9,382,.279,,
206,,Batting 7th,1918,2220,2032,8003,7147,611,1661,206,81,12,643,203,,539,607,.232,.290,.289,.579,2065,,39,220,,19,190,.253,,
207,,Batting 8th,1918,2457,2032,7759,6930,561,1553,190,71,12,515,122,,596,642,.224,.290,.277,.567,1921,,50,125,,73,164,.246,,
208,,Bat7-9non-P,1918,5439,4081,16665,14894,1237,3398,418,161,26,1242,344,,1199,1363,.228,.290,.283,.573,4216,,94,351,,93,372,.250,,
209,,Batting 1st,1918,2109,2032,9326,8203,1125,2103,285,111,12,487,251,,905,600,.256,.334,.323,.657,2646,,56,119,,6,192,.275,,
210,,Batting 5th,1918,2105,2032,8481,7522,806,2073,308,111,37,1007,241,,606,517,.276,.333,.361,.694,2714,,44,216,,34,165,.292,,
211,,Batting 6th,1918,2144,2032,8238,7362,647,1813,249,91,28,740,181,,522,573,.246,.302,.316,.618,2328,,63,231,,19,208,.264,,
212,,Batting 9th,1918,3859,2032,7528,6813,510,1287,171,58,13,461,58,,405,1423,.189,.237,.237,.474,1613,,25,245,,4,147,.237,,
213,,Bat3-6non-P,1918,8391,8116,34274,30340,3467,8404,1197,463,165,3725,1104,,2572,2094,.277,.338,.363,.702,11022,,236,793,,152,732,.293,,
214,,Batting 2nd,1918,2107,2032,9106,7843,1095,2066,275,99,21,523,312,,754,578,.263,.333,.332,.664,2602,,59,406,,3,190,.282,,
215,,Batting 3rd,1918,2093,2032,8915,7835,1078,2336,321,132,50,902,406,,725,459,.298,.362,.392,.754,3071,,54,215,,35,199,.312,,
216,,Batting 4th,1918,2107,2032,8695,7669,952,2197,325,131,50,1081,281,,726,551,.286,.354,.383,.737,2934,,75,131,,68,161,.304,,
217,,Batting 3rd,1919,2330,2236,9830,8793,1195,2516,378,143,71,1027,305,,680,601,.286,.342,.386,.728,3393,,71,208,,18,244,.301,,
218,,Batting 9th,1919,4527,2236,8311,7512,578,1440,207,56,22,561,46,,452,1650,.192,.240,.243,.483,1825,,29,268,,3,137,.243,,
219,,Batting 8th,1919,2696,2236,8569,7654,686,1863,299,79,23,707,125,,646,689,.243,.306,.312,.619,2389,,50,157,,70,168,.265,,
220,,Batting 6th,1919,2411,2236,9099,8179,830,2197,344,107,44,968,238,,573,650,.269,.321,.353,.674,2887,,52,209,,15,211,.288,,
221,,Batting 1st,1919,2351,2236,10285,9012,1288,2364,318,125,36,554,346,,1043,677,.262,.342,.337,.679,3040,,45,145,,2,211,.281,,
222,,Bat3-6non-P,1919,9327,8931,37852,33831,4152,9608,1503,566,296,4364,1100,,2595,2502,.284,.340,.388,.728,13131,,277,780,,131,842,.300,,
223,,Bat1-2non-P,1919,4667,4472,20335,17722,2487,4713,638,237,75,1197,651,,1770,1322,.266,.337,.341,.678,6050,,115,632,,3,417,.284,,
224,,Batting 7th,1919,2462,2236,8856,7903,736,1987,286,110,29,791,220,,558,715,.251,.306,.326,.632,2580,,63,261,,4,200,.274,,
225,,Batting 4th,1919,2332,2236,9606,8547,1169,2554,405,169,113,1262,278,,735,566,.299,.360,.425,.786,3636,,86,131,,81,195,.310,,
226,,Bat7-9non-P,1919,6019,4488,18522,16543,1466,4077,633,199,58,1601,358,,1298,1557,.246,.306,.319,.625,5282,,115,426,,75,382,.269,,
227,,Batting 2nd,1919,2331,2236,10054,8714,1201,2349,320,112,39,643,305,,727,648,.270,.331,.345,.676,3010,,70,487,,1,206,.288,,
228,,Batting 5th,1919,2316,2236,9387,8374,974,2357,379,149,70,1118,283,,615,694,.281,.336,.387,.723,3244,,68,232,,21,193,.301,,
229,,Batting 6th,1920,2633,2468,10273,9227,1017,2425,342,146,55,1083,178,179,676,679,.263,.317,.349,.666,3224,,54,229,,8,218,.279,,
230,,Batting 8th,1920,3036,2468,9686,8676,854,2249,368,83,39,887,99,73,687,711,.259,.320,.334,.654,2900,,82,164,,55,184,.279,,
231,,Bat3-6non-P,1920,10301,9872,42740,37955,5134,11180,1826,677,406,5395,956,876,3146,2783,.295,.353,.410,.763,15578,,259,935,,139,821,.310,,
232,,Batting 9th,1920,5165,2468,9399,8483,724,1740,243,67,24,670,29,28,532,1785,.205,.255,.258,.513,2189,,31,304,,3,148,.257,,
233,,Batting 2nd,1920,2605,2468,11319,9803,1509,2769,401,145,49,822,291,210,859,636,.282,.345,.368,.713,3607,,75,516,,7,240,.298,,
234,,Batting 3rd,1920,2559,2468,11068,9753,1487,3028,502,168,104,1271,317,271,900,631,.310,.373,.428,.801,4178,,66,254,,34,209,.324,,
235,,Bat7-9non-P,1920,6764,4937,20893,18798,1852,4955,773,230,88,2033,296,248,1387,1556,.264,.319,.343,.662,6452,,145,402,,76,380,.284,,
236,,Batting 1st,1920,2637,2468,11571,10277,1595,2886,425,156,69,772,211,248,1031,717,.281,.350,.373,.723,3830,,62,141,,10,200,.297,,
237,,Bat1-2non-P,1920,5219,4936,22885,20076,3101,5654,826,301,118,1593,502,458,1890,1351,.282,.347,.370,.718,7436,,136,657,,17,440,.298,,
238,,Batting 5th,1920,2561,2468,10571,9409,1171,2762,481,161,103,1413,207,235,651,750,.294,.344,.412,.755,3874,,69,300,,20,202,.311,,
239,,Batting 7th,1920,2680,2468,9992,9024,934,2454,363,140,43,1024,192,175,604,672,.272,.322,.357,.679,3226,,58,231,,18,181,.290,,
240,,Batting 4th,1920,2596,2468,10837,9575,1470,2967,501,202,144,1631,254,193,919,725,.310,.374,.450,.824,4304,,70,152,,77,193,.324,,
241,,Batting 3rd,1921,2590,2458,11162,9815,1673,3142,541,193,174,1507,307,191,914,586,.320,.381,.468,.849,4591,,60,247,,37,204,.328,,
242,,Batting 1st,1921,2620,2458,11690,10439,1723,3083,464,181,83,846,234,211,982,676,.295,.359,.398,.758,4158,,62,131,,8,217,.310,,
243,,Batting 9th,1921,5526,2458,9524,8686,820,1904,280,82,41,800,30,30,443,1705,.219,.260,.284,.545,2471,,42,306,,4,158,.268,,
244,,Batting 4th,1921,2618,2458,10905,9650,1576,3073,523,188,193,1719,191,177,888,642,.318,.380,.472,.851,4551,,63,169,,53,199,.327,,
245,,Batting 5th,1921,2599,2458,10659,9544,1373,2946,497,168,139,1536,154,146,689,766,.309,.359,.440,.799,4196,,62,218,,33,200,.325,,
246,,Batting 6th,1921,2600,2458,10376,9272,1210,2770,447,152,90,1263,153,177,700,634,.299,.353,.409,.761,3791,,70,219,,22,210,.314,,
247,,Bat1-2non-P,1921,5208,4916,23115,20380,3292,6034,940,329,161,1791,473,419,1877,1279,.296,.359,.398,.757,8115,,131,580,,20,450,.310,,
248,,Bat3-6non-P,1921,10330,9832,43081,38261,5818,11927,2008,701,596,6024,804,687,3191,2622,.312,.369,.448,.816,17125,,255,852,,145,813,.323,,
249,,Bat7-9non-P,1921,6862,4917,21234,19042,2080,5248,817,273,143,2415,224,225,1468,1597,.276,.332,.370,.702,7040,,141,374,,130,435,.295,,
250,,Batting 7th,1921,2688,2458,10108,9098,1049,2496,395,138,72,1168,119,151,613,740,.274,.325,.372,.697,3383,,66,235,,24,217,.293,,
251,,Batting 8th,1921,3069,2458,9817,8756,944,2439,368,115,67,1078,103,74,761,691,.279,.341,.370,.710,3238,,62,137,,103,191,.297,,
252,,Batting 2nd,1921,2614,2458,11427,9943,1571,2951,476,148,78,945,239,208,895,603,.297,.359,.398,.757,3957,,69,449,,12,233,.310,,
253,,Batting 2nd,1922,2626,2476,11496,10056,1649,2865,377,156,74,932,245,180,866,615,.285,.346,.375,.722,3776,,77,435,,8,225,.298,,
254,,Batting 5th,1922,2596,2476,10705,9540,1434,2939,467,168,156,1487,185,154,783,647,.308,.365,.441,.806,4210,,75,169,,25,213,.319,,
255,,Batting 4th,1922,2590,2476,10979,9709,1532,3044,529,189,207,1808,204,133,881,615,.314,.376,.471,.847,4572,,98,138,,47,163,.319,,
256,,Bat3-6non-P,1922,10351,9904,43315,38463,5858,11970,2050,689,696,6185,786,628,3288,2542,.311,.370,.455,.824,17486,,293,736,,125,744,.320,,
257,,Bat1-2non-P,1922,5258,4952,23257,20444,3318,5816,832,299,150,1827,449,370,1973,1254,.284,.351,.376,.728,7696,,137,570,,10,447,.298,,
258,,Batting 6th,1922,2644,2476,10428,9368,1214,2781,461,134,124,1369,154,144,675,714,.297,.348,.414,.762,3882,,57,203,,16,178,.311,,
259,,Batting 9th,1922,5812,2476,9589,8714,775,1797,264,58,45,795,20,18,458,1828,.206,.249,.265,.515,2312,,43,317,,5,153,.256,,
260,,Batting 3rd,1922,2584,2476,11211,9852,1693,3206,593,198,209,1521,243,198,949,568,.325,.388,.489,.878,4822,,63,228,,37,190,.330,,
261,,Batting 7th,1922,2733,2476,10168,9038,1099,2587,427,123,83,1159,120,120,716,690,.286,.344,.388,.732,3509,,73,232,,14,202,.303,,
262,,Batting 8th,1922,3063,2476,9874,8687,989,2446,383,83,81,1075,90,57,850,699,.282,.350,.373,.722,3238,,60,177,,83,185,.299,,
263,,Bat7-9non-P,1922,7010,4952,21454,19000,2208,5354,858,217,175,2406,212,182,1678,1573,.282,.345,.377,.722,7171,,140,415,,101,411,.300,,
264,,Batting 1st,1922,2660,2476,11765,10392,1675,2951,455,143,76,895,205,190,1107,642,.284,.356,.377,.733,3920,,60,135,,2,222,.297,,
265,,Bat7-9non-P,1923,7048,4932,21532,19175,2079,5098,793,225,154,2367,277,201,1659,1630,.266,.329,.355,.683,6803,,136,353,,93,381,.284,,
266,,Batting 1st,1923,2594,2466,11749,10353,1706,2961,449,134,86,885,206,220,1144,676,.286,.361,.380,.741,3936,,69,116,,11,206,.300,,
267,,Batting 6th,1923,2667,2466,10470,9281,1191,2681,412,113,107,1285,168,145,811,708,.289,.350,.392,.743,3640,,67,208,,26,188,.304,,
268,,Bat3-6non-P,1923,10479,9864,43348,38274,5759,11792,2033,603,631,6006,844,700,3579,2582,.308,.372,.442,.814,16924,,300,698,,177,761,.318,,
269,,Batting 7th,1923,2790,2466,10182,9123,1013,2495,392,122,90,1132,183,132,722,772,.273,.330,.373,.703,3401,,54,192,,18,186,.291,,
270,,Batting 8th,1923,3026,2466,9903,8782,972,2276,352,91,55,1057,92,71,810,687,.259,.326,.339,.665,2975,,64,153,,72,172,.276,,
271,,Batting 3rd,1923,2619,2466,11206,9781,1673,3086,556,173,201,1515,277,224,1055,642,.316,.387,.469,.856,4591,,77,184,,72,200,.323,,
272,,Batting 4th,1923,2637,2466,10975,9681,1531,3058,553,162,178,1706,179,144,912,569,.316,.380,.462,.842,4469,,97,134,,40,184,.322,,
273,,Batting 5th,1923,2652,2466,10712,9544,1380,2970,512,155,145,1502,220,191,803,669,.311,.368,.443,.811,4227,,59,172,,39,189,.324,,
274,,Batting 2nd,1923,2701,2466,11458,10079,1610,2861,466,128,83,971,244,176,881,633,.284,.346,.380,.726,3832,,72,354,,8,199,.297,,
275,,Batting 9th,1923,5867,2466,9604,8656,798,1842,235,63,35,771,24,22,487,1673,.213,.259,.267,.526,2308,,54,330,,3,159,.260,,
276,,Bat1-2non-P,1923,5265,4932,23205,20430,3312,5822,915,262,169,1856,450,396,2025,1309,.285,.354,.380,.734,7768,,141,470,,19,405,.298,,
277,,Bat3-6non-P,1924,10426,9848,42967,37851,5614,11568,2073,617,584,5997,820,697,3620,2600,.306,.370,.439,.810,16627,,272,697,,191,685,.317,,
278,,Batting 5th,1924,2633,2462,10624,9470,1312,2806,536,130,110,1556,189,174,791,659,.296,.355,.415,.770,3932,,64,164,,43,162,.310,,
279,,Batting 6th,1924,2683,2462,10357,9192,1138,2664,452,144,84,1211,177,194,776,681,.290,.349,.398,.747,3656,,67,210,,25,166,.306,,
280,,Batting 1st,1924,2673,2462,11674,10421,1689,3015,459,144,71,833,221,182,987,666,.289,.355,.381,.736,3975,,69,137,,11,185,.304,,
281,,Batting 4th,1924,2563,2462,10870,9524,1460,2915,534,157,175,1738,183,135,981,608,.306,.375,.450,.825,4288,,63,130,,56,158,.313,,
282,,Batting 9th,1924,5899,2462,9503,8582,796,1884,263,62,46,778,23,18,513,1528,.220,.266,.281,.546,2409,,27,328,,8,127,.262,,
283,,Batting 7th,1924,2803,2462,10062,8995,1001,2430,410,114,56,1114,143,149,709,670,.270,.327,.360,.687,3236,,53,187,,27,175,.287,,
284,,Batting 8th,1924,3112,2462,9778,8753,971,2400,374,109,66,1081,80,60,740,600,.274,.335,.364,.700,3190,,66,136,,75,169,.289,,
285,,Bat7-9non-P,1924,7148,4924,21268,19014,2067,5168,837,232,129,2367,228,208,1584,1433,.272,.332,.361,.692,6856,,123,333,,108,366,.289,,
286,,Bat1-2non-P,1924,5294,4924,23075,20542,3321,5984,965,274,144,1787,471,386,1822,1266,.291,.353,.386,.739,7929,,136,436,,20,369,.305,,
287,,Batting 3rd,1924,2611,2462,11123,9672,1719,3184,551,186,215,1492,271,196,1072,653,.329,.400,.491,.892,4752,,78,193,,67,199,.337,,
288,,Batting 2nd,1924,2658,2462,11406,10125,1634,2969,506,130,73,954,250,205,836,602,.293,.351,.391,.742,3954,,67,299,,9,184,.306,,
289,,Bat7-9non-P,1925,7321,4912,21528,19034,2253,5258,902,214,169,2459,205,182,1871,1516,.276,.344,.373,.717,7095,,94,285,,139,357,.293,,
290,,Batting 8th,1925,3188,2456,9893,8743,1028,2441,406,92,74,1121,90,54,910,645,.279,.350,.372,.722,3253,,40,101,,114,142,.295,,
291,,Batting 5th,1925,2646,2456,10715,9580,1450,2939,582,155,160,1579,141,132,827,642,.307,.365,.450,.815,4311,,45,136,,32,170,.317,,
292,,Batting 3rd,1925,2614,2456,11228,9902,1771,3335,588,178,215,1655,227,147,983,575,.337,.401,.497,.898,4924,,74,138,,27,199,.342,,
293,,Batting 4th,1925,2589,2456,10986,9778,1607,3220,570,172,258,1840,164,140,899,609,.329,.389,.502,.891,4908,,65,98,,42,170,.332,,
294,,Bat3-6non-P,1925,10515,9824,43370,38531,6069,12212,2196,632,762,6417,693,564,3539,2428,.317,.378,.466,.844,17958,,221,543,,126,724,.324,,
295,,Bat1-2non-P,1925,5393,4912,23229,20479,3523,5919,1023,265,189,1958,480,374,2005,1347,.289,.357,.393,.749,8039,,157,435,,13,426,.302,,
296,,Batting 7th,1925,2879,2456,10171,8995,1097,2504,444,111,82,1159,115,128,823,716,.278,.342,.380,.722,3416,,49,176,,19,196,.295,,
297,,Batting 2nd,1925,2686,2456,11488,10147,1730,2916,538,132,107,1068,224,164,848,668,.287,.347,.398,.745,4039,,75,332,,4,219,.300,,
298,,Batting 1st,1925,2760,2456,11750,10341,1799,3005,485,133,82,890,257,210,1157,683,.291,.366,.387,.753,4002,,82,103,,9,207,.305,,
299,,Batting 9th,1925,5893,2456,9597,8670,853,1833,268,72,62,884,26,22,499,1553,.211,.257,.280,.537,2431,,32,330,,6,150,.251,,
300,,Batting 6th,1925,2742,2456,10451,9281,1261,2722,458,127,129,1344,161,146,830,603,.293,.354,.412,.765,3821,,37,171,,25,185,.303,,
301,,Batting 5th,1926,2636,2468,10580,9347,1320,2848,555,152,146,1498,158,150,838,566,.305,.366,.443,.809,4145,,66,138,,39,182,.313,,
302,,Batting 6th,1926,2704,2468,10316,9124,1169,2645,453,139,99,1247,163,154,795,686,.290,.350,.403,.753,3673,,51,186,,18,178,.305,,
303,,Batting 7th,1926,2941,2468,10054,8781,999,2396,386,125,58,1117,138,126,864,633,.273,.341,.365,.707,3206,,50,200,,17,193,.289,,
304,,Batting 9th,1926,5955,2468,9491,8563,768,1797,282,53,30,751,25,22,478,1628,.210,.254,.266,.520,2275,,29,330,,1,132,.256,,
305,,Bat7-9non-P,1926,7515,4937,21318,18686,1982,4958,836,224,105,2310,217,181,1847,1501,.265,.335,.351,.686,6557,,101,354,,72,390,.284,,
306,,Batting 1st,1926,2708,2468,11647,10163,1621,2843,502,158,45,776,237,183,1155,709,.280,.358,.374,.731,3796,,75,143,,10,221,.297,,
307,,Bat1-2non-P,1926,5361,4936,23024,20071,3222,5699,987,305,146,1785,436,333,2082,1355,.284,.355,.385,.740,7734,,125,531,,17,437,.299,,
308,,Bat3-6non-P,1926,10509,9871,42829,37776,5540,11398,2114,593,589,5865,636,584,3432,2529,.302,.364,.436,.799,16465,,235,641,,122,750,.312,,
309,,Batting 2nd,1926,2699,2468,11387,9917,1606,2857,485,147,101,1009,201,150,928,648,.288,.352,.397,.749,3939,,50,388,,7,216,.301,,
310,,Batting 8th,1926,3351,2468,9770,8569,884,2214,377,83,40,1019,77,51,861,700,.258,.329,.336,.665,2877,,46,146,,54,175,.278,,
311,,Batting 3rd,1926,2629,2468,11101,9770,1557,2990,566,159,150,1459,176,151,893,645,.306,.367,.443,.810,4324,,55,201,,24,197,.316,,
312,,Batting 4th,1926,2638,2468,10845,9548,1519,2917,541,143,194,1661,141,130,906,634,.306,.369,.453,.823,4326,,63,116,,41,193,.312,,
313,,Batting 3rd,1927,2641,2472,11159,9784,1594,3037,546,150,195,1524,249,160,953,609,.310,.376,.457,.832,4468,,72,149,,26,171,.316,,
314,,Batting 4th,1927,2590,2472,10935,9566,1599,3024,609,158,225,1776,194,132,948,647,.316,.382,.483,.865,4624,,64,122,,51,165,.322,,
315,,Bat1-2non-P,1927,5300,4944,23061,20407,3308,5892,947,306,105,1756,456,332,1835,1349,.289,.351,.381,.731,7766,,120,487,,14,423,.305,,
316,,Bat3-6non-P,1927,10501,9888,43122,37944,5673,11570,2166,563,643,6051,779,633,3563,2495,.305,.368,.443,.811,16791,,241,584,,159,685,.314,,
317,,Batting 5th,1927,2678,2472,10669,9454,1327,2849,554,137,108,1439,178,184,816,608,.301,.361,.423,.784,4001,,60,143,,53,173,.314,,
