Rk,I,Split,Year,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
408,I,as C,1937,2376,,9654,8641,1025,2367,399,85,149,1214,55,47,876,705,.274,.343,.392,.734,3383,237,30,105,0,148,150,.285,,
409,I,as 1B,1937,2376,,10433,9195,1466,2729,495,124,269,1490,98,77,1101,878,.297,.374,.465,.840,4279,192,36,101,0,103,162,.306,,
410,I,as 2B,1937,2376,,10069,8985,1216,2445,421,94,113,1081,104,103,898,787,.272,.340,.378,.718,3393,227,29,154,0,51,167,.288,,
411,I,as PH,1937,1199,,2036,1804,176,416,66,6,23,287,4,4,215,292,.231,.316,.312,.628,563,40,10,7,0,19,43,.264,,
412,,as PR,1937,,,,,105,,,,,,7,6,,,,,,,,,,,,,,,,
413,I,as CF,1937,2376,,10787,9761,1521,2819,494,131,164,1173,155,101,871,895,.289,.349,.417,.765,4067,177,25,130,0,32,218,.305,,
414,I,as Infield,1937,2376,,50579,44933,6251,12497,2220,489,762,5996,534,467,4792,4094,.278,.350,.400,.750,17981,1047,185,663,0,405,805,.293,,
415,I,as LF,1937,2376,,10526,9476,1444,2761,546,143,186,1348,139,122,910,908,.291,.356,.438,.794,4151,203,47,92,0,71,181,.307,,
416,I,Other,1937,6,,6,6,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0,.000,,
417,I,Other,1938,3,,3,3,2,1,1,0,0,2,0,0,0,1,.333,.333,.667,1.000,2,0,0,0,0,0,0,.500,,
418,I,as Infield,1938,2242,,48031,42364,5993,11837,2096,431,767,5757,497,337,4911,3720,.279,.357,.404,.760,17096,1052,177,571,0,398,837,.292,,
419,I,as LF,1938,2242,,9987,9021,1393,2621,472,125,213,1377,73,83,838,836,.291,.354,.441,.795,3982,221,43,83,0,49,160,.302,,
420,I,as 3B,1938,2242,,9884,8764,1303,2474,416,103,152,1189,144,98,985,667,.282,.357,.405,.762,3552,193,33,101,0,58,177,.292,,
421,I,as C,1938,2242,,9170,8180,982,2268,388,62,144,1202,53,31,859,640,.277,.348,.393,.741,3212,263,32,99,0,107,155,.287,,
422,I,at Def. Pos.,1938,2242,,38375,34156,4618,9431,1650,347,502,4340,413,272,3584,3004,.276,.347,.389,.736,13281,814,142,490,0,269,699,.291,,
423,I,at Off. Pos.,1938,2242,,41640,37061,5782,10621,1899,496,831,5455,407,335,4021,3202,.287,.359,.432,.791,16005,835,165,386,0,277,661,.296,,
424,I,as Outfield,1938,2242,,30050,27111,4157,7831,1397,401,551,3799,317,264,2513,2230,.289,.352,.431,.783,11683,558,126,298,0,135,500,.299,,
425,I,as P,1938,2240,,7395,6703,572,1257,161,25,29,521,10,8,327,1490,.188,.226,.232,.458,1555,149,10,353,0,0,115,.237,,
426,I,as RF,1938,2242,,10058,9004,1401,2605,484,146,168,1234,115,90,879,638,.289,.356,.431,.787,3885,192,52,123,0,40,166,.297,,
427,I,as SS,1938,2242,,9539,8346,1118,2245,408,72,85,911,140,91,1013,826,.269,.351,.366,.717,3052,192,46,132,0,56,179,.291,,
428,I,as CF,1938,2242,,10005,9086,1363,2605,441,130,170,1188,129,91,796,756,.287,.346,.420,.766,3816,145,31,92,0,46,174,.298,,
429,I,as 1B,1938,2242,,9777,8530,1435,2537,471,111,283,1416,69,58,1138,805,.297,.382,.478,.860,4079,190,33,72,0,117,135,.303,,
430,I,as 2B,1938,2242,,9661,8544,1155,2313,413,83,103,1039,91,59,916,782,.271,.344,.375,.718,3201,214,33,167,0,60,191,.289,,
431,I,as PH,1938,1135,,1934,1742,185,384,56,11,15,239,3,3,181,256,.220,.295,.291,.586,507,39,4,7,0,13,23,.251,,
432,,as PR,1938,,,,,65,,,,,,3,3,,,,,,,,,,,,,,,,
433,I,as PH,1939,1234,,2216,1948,217,481,83,13,21,325,8,5,222,301,.247,.322,.335,.657,653,58,8,7,31,14,29,.278,,
434,,as PR,1939,,,,,105,,,,,,4,3,,,,,,,,,,,,,,,,
435,I,as Outfield,1939,2314,,30739,27202,4200,7867,1469,373,535,3859,402,246,2870,2379,.289,.356,.430,.786,11687,542,114,274,276,196,547,.298,,
436,I,as P,1939,2312,,7537,6767,542,1282,164,21,30,518,6,5,328,1545,.189,.228,.233,.461,1578,159,17,386,37,2,123,.239,,
437,I,as 3B,1939,2314,,10048,8863,1294,2546,446,101,140,1128,153,121,943,720,.287,.354,.408,.762,3614,197,38,98,106,57,187,.297,,
438,I,as C,1939,2314,,9388,8348,982,2268,390,56,151,1100,52,33,806,684,.272,.335,.386,.721,3223,233,33,100,99,127,152,.278,,
439,I,as Infield,1939,2314,,49309,43599,6033,12208,2171,459,769,5638,488,379,4478,3785,.280,.346,.404,.750,17604,1049,192,573,464,369,897,.290,,
440,I,as LF,1939,2314,,10162,8984,1368,2532,493,119,173,1338,131,74,952,800,.282,.349,.421,.770,3782,191,41,68,115,74,197,.290,,
441,I,at Def. Pos.,1939,2314,,39518,35101,4757,9720,1676,366,550,4287,410,287,3416,3020,.277,.341,.393,.734,13778,857,161,518,318,279,686,.288,,
442,I,at Off. Pos.,1939,2314,,42746,37648,5798,10836,2047,479,775,5535,492,346,4154,3445,.288,.357,.429,.786,16166,792,153,336,453,300,787,.297,,
443,I,as 1B,1939,2314,,10061,8822,1393,2638,499,112,259,1419,82,55,1018,815,.299,.369,.469,.838,4138,184,32,75,114,80,200,.303,,
444,I,as 2B,1939,2314,,10069,8942,1238,2477,465,99,144,1104,100,80,873,794,.277,.342,.399,.741,3572,224,42,147,65,48,180,.289,,
445,I,as RF,1939,2314,,10259,9031,1421,2639,526,134,182,1325,114,88,1019,809,.292,.363,.441,.804,3979,162,34,88,87,75,174,.302,,
446,I,as SS,1939,2314,,9743,8624,1126,2279,371,91,75,887,101,90,838,772,.264,.330,.354,.684,3057,211,47,153,80,57,178,.281,,
447,I,as CF,1939,2314,,10318,9187,1411,2696,450,120,180,1196,157,84,899,770,.293,.356,.427,.784,3926,189,39,118,74,47,176,.303,,
448,I,Other,1939,9,,9,8,7,2,1,0,0,5,0,0,0,1,.250,.222,.375,.597,3,0,0,0,1,0,1,.250,,
449,I,as CF,1940,2286,,10261,9353,1416,2737,508,125,212,1130,152,107,732,892,.293,.346,.442,.788,4131,169,29,147,0,50,195,.306,,
450,I,as Infield,1940,2286,,48621,43480,5661,11581,2079,437,784,5445,502,401,4437,3848,.266,.337,.388,.725,16886,1006,202,499,0,424,876,.278,,
451,I,as LF,1940,2286,,10037,8970,1334,2545,476,120,219,1343,116,88,960,945,.284,.356,.437,.793,3918,193,48,58,0,62,182,.298,,
452,I,as Outfield,1940,2286,,30513,27455,4171,7974,1460,374,627,3653,369,281,2650,2589,.290,.355,.439,.795,12063,516,109,298,0,184,522,.303,,
453,I,as P,1940,2284,,7412,6720,517,1212,176,20,25,472,12,9,316,1642,.180,.219,.224,.443,1503,154,16,356,0,0,129,.235,,
454,I,as PH,1940,1183,,2118,1867,187,445,65,19,27,289,9,3,232,299,.238,.325,.337,.662,629,51,9,10,0,25,30,.271,,
455,,as PR,1940,,,,,112,,,,,,4,6,,,,,,,,,,,,,,,,
456,I,as 3B,1940,2286,,10075,9010,1293,2454,443,92,149,962,123,111,922,784,.272,.343,.392,.734,3528,158,41,102,0,59,189,.285,,
457,I,as C,1940,2286,,9206,8254,906,2180,366,55,123,1060,52,51,818,634,.264,.334,.366,.700,3025,255,43,90,0,128,181,.274,,
458,I,as RF,1940,2286,,10215,9132,1421,2692,476,129,196,1180,101,86,958,752,.295,.364,.440,.803,4014,154,32,93,0,72,145,.305,,
459,I,as SS,1940,2286,,9555,8534,1068,2112,388,85,101,966,114,76,868,816,.247,.320,.348,.669,2973,200,46,107,0,61,179,.264,,
460,I,at Def. Pos.,1940,2286,,38896,35028,4532,9409,1663,364,578,4198,460,336,3244,3185,.269,.333,.386,.719,13534,814,142,479,0,289,731,.282,,
461,I,at Off. Pos.,1940,2286,,42356,37774,5599,10591,1941,466,860,5189,424,355,4075,3551,.280,.353,.425,.778,16044,759,178,328,0,344,697,.292,,
462,I,as 1B,1940,2286,,9911,8795,1252,2455,481,106,269,1415,71,61,1003,771,.279,.356,.450,.806,3955,203,48,65,0,126,151,.282,,
463,I,as 2B,1940,2286,,9874,8887,1142,2380,401,99,142,1042,142,102,826,843,.268,.332,.383,.715,3405,190,24,135,0,50,176,.283,,
464,I,Other,1940,7,,9,9,2,2,0,0,0,2,0,0,0,1,.222,.222,.222,.444,2,0,0,0,0,0,0,.250,,
465,I,Other,1941,10,,13,10,2,0,0,0,0,1,1,0,2,2,.000,.167,.000,.167,0,0,0,1,0,0,1,.000,,
466,I,as 1B,1941,2232,,9752,8572,1267,2413,453,101,254,1362,79,63,1073,865,.281,.364,.447,.810,3830,176,32,74,0,110,136,.290,,
467,I,as 2B,1941,2232,,9646,8590,1090,2153,383,74,97,847,111,89,892,830,.251,.323,.346,.670,2975,158,32,132,0,59,174,.268,,
468,I,as PH,1941,1187,,2167,1943,194,436,61,13,24,264,9,7,214,307,.224,.302,.306,.609,595,51,3,7,0,21,26,.256,,
469,,as PR,1941,,,,,91,,,,,,4,2,,,,,,,,,,,,,,,,
470,I,as Infield,1941,2232,,47383,42191,5347,11078,1988,415,623,5011,444,341,4469,3824,.263,.335,.374,.709,15765,967,140,580,0,411,820,.277,,
471,I,as LF,1941,2232,,9756,8664,1269,2453,415,103,190,1189,100,96,980,740,.283,.358,.421,.778,3644,198,29,81,0,89,163,.293,,
472,I,as CF,1941,2232,,9922,8865,1386,2567,491,114,164,1112,102,85,883,720,.290,.358,.426,.784,3778,150,55,118,0,61,179,.301,,
473,I,as Outfield,1941,2232,,29535,26195,3885,7425,1324,341,530,3477,308,264,2915,2289,.283,.358,.421,.779,11021,499,122,300,0,233,501,.295,,
474,I,as P,1941,2228,,7167,6432,441,1088,139,23,25,457,8,6,335,1535,.169,.211,.210,.420,1348,151,5,395,0,1,134,.218,,
475,I,at Def. Pos.,1941,2232,,37808,33819,4300,8952,1631,336,428,3776,356,277,3354,2923,.265,.334,.371,.704,12539,733,141,491,0,324,679,.280,,
476,I,at Off. Pos.,1941,2232,,41277,36510,5217,9987,1742,433,749,4976,409,337,4244,3497,.274,.351,.407,.758,14842,784,124,396,0,341,668,.286,,
477,I,as 3B,1941,2232,,9745,8665,1166,2280,395,92,105,985,111,86,925,756,.263,.336,.366,.702,3174,208,22,133,0,38,184,.279,,
478,I,as C,1941,2232,,8818,7935,762,1977,358,58,92,939,38,38,763,650,.249,.317,.344,.661,2727,243,24,95,0,134,161,.262,,
479,I,as RF,1941,2232,,9857,8666,1230,2405,418,124,176,1176,106,83,1052,829,.278,.358,.415,.774,3599,151,38,101,0,83,159,.291,,
480,I,as SS,1941,2232,,9422,8429,1062,2255,399,90,75,878,105,65,816,723,.268,.334,.363,.697,3059,182,30,146,0,70,165,.286,,
481,I,as RF,1942,2218,,9724,8536,1172,2263,369,94,153,992,126,92,1044,708,.265,.348,.384,.732,3279,146,43,101,0,56,151,.275,,
482,I,as SS,1942,2218,,9333,8369,969,2134,360,61,54,749,140,87,737,736,.255,.319,.332,.651,2778,186,48,175,0,42,200,.274,,
483,I,as CF,1942,2218,,9816,8800,1154,2361,400,95,124,949,124,95,868,650,.268,.336,.378,.714,3323,149,31,117,0,45,143,.279,,
484,I,as PH,1942,1133,,2000,1786,154,375,68,8,15,242,2,2,203,289,.210,.292,.282,.574,504,42,3,8,0,27,37,.243,,
485,,as PR,1942,,,,,72,,,,,,6,6,,,,,,,,,,,,,,,,
486,I,as 1B,1942,2218,,9551,8419,1090,2244,382,69,184,1153,107,86,1008,759,.267,.348,.394,.741,3316,155,37,86,0,117,156,.276,,
487,I,as 2B,1942,2218,,9373,8393,955,2099,332,63,85,851,97,104,782,794,.250,.316,.335,.651,2812,197,30,168,0,56,176,.268,,
488,I,as Infield,1942,2218,,46601,41552,4776,10589,1745,297,502,4461,500,407,4181,3714,.255,.326,.347,.673,14434,943,185,677,0,390,858,.270,,
489,I,as LF,1942,2218,,9604,8509,1155,2369,401,115,171,1170,101,92,985,757,.278,.355,.413,.768,3513,193,29,81,0,105,154,.290,,
490,I,as 3B,1942,2218,,9678,8567,1069,2212,380,69,99,909,103,97,925,673,.258,.334,.353,.687,3027,177,47,139,0,37,181,.271,,
491,I,as C,1942,2218,,8666,7804,693,1900,291,35,80,799,53,33,729,752,.243,.310,.320,.630,2501,228,23,109,0,138,145,.261,,
492,I,as Outfield,1942,2218,,29144,25845,3481,6993,1170,304,448,3111,351,279,2897,2115,.271,.346,.391,.738,10115,488,103,299,0,206,448,.281,,
493,I,as P,1942,2217,,7135,6461,443,1087,135,22,20,424,6,6,281,1510,.168,.204,.205,.409,1326,137,11,382,0,0,94,.216,,
494,I,at Def. Pos.,1942,2218,,37188,33366,3771,8494,1383,254,343,3348,414,319,3116,2932,.255,.321,.342,.663,11414,760,132,569,0,281,664,.271,,
495,I,at Off. Pos.,1942,2218,,40557,35817,4712,9463,1600,355,622,4466,445,375,4165,3186,.264,.343,.381,.724,13639,713,159,415,0,342,679,.276,,
496,I,Other,1942,3,,3,3,1,1,0,1,0,1,0,0,0,1,.333,.333,1.000,1.333,3,0,0,0,0,0,0,.500,,
497,I,at Def. Pos.,1943,2086,,35261,31480,3458,8067,1300,247,257,3152,360,313,3097,2820,.256,.325,.338,.663,10632,709,107,574,0,273,627,.275,,
498,I,at Off. Pos.,1943,2086,,37829,33586,4232,8812,1464,378,474,3988,428,345,3628,3086,.262,.337,.371,.708,12454,799,148,465,0,287,599,.278,,
499,I,as 1B,1943,2086,,8855,7812,953,2065,352,88,126,1038,76,73,896,632,.264,.343,.380,.724,2971,179,42,104,0,89,149,.275,,
500,I,as 2B,1943,2086,,8960,7957,966,2055,351,62,64,750,85,93,845,774,.258,.331,.342,.673,2722,196,15,142,0,52,155,.280,,
501,I,as CF,1943,2086,,9287,8339,1028,2191,377,93,80,870,128,92,767,734,.263,.327,.359,.686,2994,153,23,158,0,35,160,.281,,
502,I,as RF,1943,2086,,9209,8209,1070,2227,365,103,119,885,168,95,836,739,.271,.342,.384,.726,3155,151,40,123,0,71,142,.287,,
503,I,as SS,1943,2086,,8805,7827,812,1968,297,50,49,759,110,88,779,720,.251,.322,.321,.643,2512,154,39,158,0,69,161,.272,,
504,I,as PH,1943,1045,,1763,1560,134,349,64,7,14,236,10,2,187,240,.224,.309,.301,.609,469,52,5,11,0,15,31,.257,,
505,,as PR,1943,,,,,102,,,,,,4,2,,,,,,,,,,,,,,,,
506,I,as Outfield,1943,2086,,27564,24577,3159,6534,1091,305,341,2723,394,293,2532,2322,.266,.337,.377,.713,9258,484,92,362,0,169,436,.283,,
507,I,as P,1943,2085,,6676,5961,396,1033,125,22,15,374,12,9,323,1291,.173,.218,.209,.427,1247,112,15,376,0,1,90,.219,,
508,I,as Infield,1943,2086,,43763,38929,4295,9996,1609,313,376,4181,380,361,4006,3344,.257,.329,.343,.672,13359,972,158,666,0,376,759,.273,,
509,I,as LF,1943,2086,,9068,8029,1061,2116,349,109,142,968,98,106,929,849,.264,.342,.387,.729,3109,180,29,81,0,63,134,.280,,
510,I,as 3B,1943,2086,,8934,7976,912,2055,334,71,73,861,72,67,780,626,.258,.326,.345,.671,2750,237,32,146,0,49,143,.272,,
511,I,as C,1943,2086,,8209,7357,652,1853,275,42,64,773,37,40,706,592,.252,.320,.327,.647,2404,206,30,116,0,117,151,.267,,
512,I,Other,1943,5,,5,4,0,0,0,0,0,0,0,0,1,1,.000,.200,.000,.200,0,0,0,0,0,0,0,.000,,
513,I,as 3B,1944,1882,,7937,7114,868,1882,295,67,88,847,63,50,661,513,.265,.330,.362,.692,2575,208,31,131,0,61,150,.275,,
514,I,as C,1944,1882,,7620,6843,608,1753,275,50,64,762,36,25,641,544,.256,.322,.339,.661,2320,232,24,112,0,107,143,.271,,
515,I,as RF,1944,1882,,8319,7393,1050,2021,355,94,152,984,93,72,792,622,.273,.347,.408,.756,3020,109,44,88,0,113,133,.282,,
516,I,as SS,1944,1882,,7600,6814,730,1618,289,46,42,618,83,58,573,598,.237,.299,.312,.611,2125,160,30,183,0,61,134,.255,,
517,I,as 1B,1944,1882,,8206,7317,1007,2073,375,79,146,1033,65,52,772,593,.283,.354,.416,.770,3044,161,29,87,0,79,122,.293,,
518,I,as 2B,1944,1882,,8186,7369,921,1916,272,72,44,626,134,78,608,604,.260,.319,.334,.653,2464,132,28,181,0,40,170,.279,,
519,I,at Def. Pos.,1944,1882,,31826,28615,3333,7451,1193,277,259,2902,355,248,2509,2415,.260,.322,.349,.671,9975,651,112,589,0,259,615,.277,,
520,I,at Off. Pos.,1944,1882,,34499,30710,4167,8437,1455,330,542,4059,300,239,3224,2573,.275,.347,.397,.743,12178,668,152,409,0,352,578,.286,,
521,I,as CF,1944,1882,,8420,7589,1074,2164,357,109,109,896,102,87,687,669,.285,.347,.404,.751,3066,127,30,113,0,51,168,.302,,
522,I,as Infield,1944,1882,,39549,35457,4134,9242,1506,314,384,3886,381,263,3255,2852,.261,.325,.353,.679,12528,893,142,694,0,348,719,.275,,
523,I,as LF,1944,1882,,8236,7285,1005,2096,365,79,140,955,77,61,815,609,.288,.362,.417,.780,3039,144,39,96,0,81,143,.299,,
524,I,as PH,1944,992,,1801,1601,130,365,65,11,16,240,1,3,184,236,.228,.311,.312,.623,500,46,9,7,0,18,30,.259,,
525,,as PR,1944,,,,,107,,,,,,1,1,,,,,,,,,,,,,,,,
526,I,as Outfield,1944,1882,,24975,22267,3129,6281,1077,282,401,2835,272,220,2294,1900,.282,.352,.410,.762,9125,380,113,297,0,245,444,.295,,
527,I,as P,1944,1882,,6011,5431,408,967,137,17,16,374,8,4,280,1154,.178,.219,.218,.437,1186,110,2,297,0,1,101,.223,,
528,I,Other,1944,2,,2,2,2,1,0,0,0,2,0,0,0,0,.500,.500,.500,1.000,1,0,0,0,0,0,0,.500,,
529,I,as Outfield,1945,2052,,27093,24143,3258,6692,1093,264,401,3092,386,251,2496,2099,.277,.348,.394,.742,9516,421,108,344,0,223,498,.291,,
530,I,as P,1945,2051,,6604,5951,427,1077,156,17,26,407,12,9,286,1226,.181,.220,.226,.446,1345,129,14,353,0,0,106,.224,,
531,I,at Def. Pos.,1945,2052,,34498,30841,3715,8082,1266,265,304,3209,388,295,2926,2666,.262,.329,.350,.678,10790,630,132,598,0,274,669,.279,,
532,I,at Off. Pos.,1945,2052,,37758,33478,4423,9098,1468,329,513,4289,421,287,3669,2875,.272,.347,.381,.728,12763,684,164,444,0,406,688,.285,,
533,I,as RF,1945,2052,,9110,8044,1121,2275,389,87,154,1060,109,59,903,631,.283,.359,.410,.769,3300,151,51,111,0,94,162,.292,,
534,I,as SS,1945,2052,,8468,7601,867,1920,285,55,61,736,82,62,651,650,.253,.315,.329,.643,2498,172,37,179,0,64,172,.270,,
535,I,as 3B,1945,2052,,8715,7751,933,2122,315,68,80,878,95,63,804,592,.274,.345,.363,.708,2813,171,39,121,0,92,196,.288,,
536,I,as C,1945,2052,,8052,7153,717,1790,280,42,88,807,49,35,761,633,.250,.325,.338,.663,2418,194,34,104,0,126,137,.265,,
537,I,as 1B,1945,2052,,8917,7862,1047,2163,380,81,123,1067,72,68,931,650,.275,.355,.391,.746,3074,177,37,87,0,123,133,.288,,
538,I,as 2B,1945,2052,,8979,8000,1046,2122,332,75,43,673,118,96,756,616,.265,.331,.342,.672,2733,129,28,194,0,32,189,.283,,
539,I,as PH,1945,1096,,2032,1809,171,371,49,9,21,245,3,3,196,301,.205,.287,.277,.564,501,50,13,13,0,20,32,.235,,
540,,as PR,1945,,,,,99,,,,,,4,4,,,,,,,,,,,,,,,,
541,I,as CF,1945,2052,,8999,8087,1085,2250,369,93,112,993,139,102,758,767,.278,.343,.388,.731,3141,135,33,121,0,52,171,.297,,
542,I,as Infield,1945,2052,,43131,38367,4610,10117,1592,321,395,4161,416,324,3903,3141,.264,.334,.353,.687,13536,843,175,685,0,437,827,.279,,
543,I,as LF,1945,2052,,8984,8012,1052,2167,335,84,135,1039,138,90,835,701,.270,.341,.384,.725,3075,135,24,112,0,77,165,.283,,
544,I,Other,1945,3,,3,3,1,1,0,0,0,1,0,0,0,0,.333,.333,.333,.667,1,0,0,0,0,0,0,.333,,
545,I,as Infield,1946,2176,,45545,40448,4528,10534,1768,370,497,4225,454,360,4236,4007,.260,.333,.359,.692,14533,912,152,703,0,450,731,.279,,
546,I,as LF,1946,2176,,9372,8215,1110,2183,394,100,190,1033,108,86,1016,960,.266,.350,.407,.757,3347,189,44,95,0,99,135,.282,,
547,I,as 3B,1946,2176,,9263,8258,936,2097,359,72,89,843,97,72,837,760,.254,.325,.347,.672,2867,180,29,138,0,60,170,.271,,
548,I,as C,1946,2176,,8519,7528,683,1890,304,55,99,810,24,45,820,820,.251,.327,.346,.673,2601,229,34,135,0,151,129,.271,,
549,I,at Def. Pos.,1946,2176,,36479,32373,3648,8353,1348,286,368,3172,384,318,3346,3199,.258,.330,.351,.681,11377,748,133,624,0,359,592,.277,,
550,I,at Off. Pos.,1946,2176,,39883,35265,4465,9281,1621,388,644,4330,410,315,4040,3811,.263,.341,.386,.727,13610,762,138,435,0,384,616,.280,,
551,I,as Outfield,1946,2176,,28302,24977,3265,6639,1134,290,491,2965,325,259,2870,2593,.266,.344,.393,.738,9826,538,114,339,0,265,449,.281,,
552,I,as P,1946,2162,,6666,5965,403,1022,145,14,15,377,6,6,300,1556,.171,.212,.208,.420,1240,128,7,393,0,3,101,.229,,
553,I,as RF,1946,2176,,9468,8378,1087,2253,384,101,164,1043,99,73,957,804,.269,.346,.398,.744,3331,176,32,101,0,105,158,.282,,
554,I,as SS,1946,2176,,9132,8133,911,2123,343,55,54,663,104,85,799,689,.261,.329,.337,.666,2738,160,28,171,0,84,141,.280,,
555,I,as CF,1946,2176,,9462,8384,1068,2203,356,89,137,889,118,100,897,829,.263,.337,.375,.712,3148,173,38,143,0,61,156,.279,,
556,I,as 1B,1946,2176,,9265,8201,1012,2287,417,101,177,1099,91,70,950,877,.279,.356,.419,.775,3437,157,28,84,0,92,125,.295,,
557,I,as 2B,1946,2176,,9366,8328,986,2137,345,87,78,810,138,88,830,861,.257,.326,.347,.673,2890,186,33,175,0,63,166,.279,,
558,I,as PH,1946,1282,,2515,2213,179,461,67,14,24,312,7,5,280,410,.208,.299,.284,.582,628,60,5,17,0,28,28,.246,,
559,,as PR,1946,,,,,141,,,,,,8,9,,,,,,,,,,,,,,,,
560,I,Other,1946,4,,4,4,2,1,0,0,0,2,0,0,0,0,.250,.250,.250,.500,1,0,0,0,0,0,0,.250,,
561,I,as PH,1947,1270,,2430,2154,173,493,75,9,25,317,3,5,264,402,.229,.314,.307,.621,661,56,4,7,0,31,25,.271,,
562,,as PR,1947,,,,,116,,,,,,8,11,,,,,,,,,,,,,,,,
563,I,as Outfield,1947,2252,,29450,26026,3773,7271,1184,323,579,3303,271,241,3009,2496,.279,.357,.416,.773,10838,596,114,301,0,319,384,.292,,
564,I,as P,1947,2244,,6980,6290,397,1091,148,25,23,436,3,6,295,1573,.173,.212,.216,.428,1358,131,14,381,0,3,93,.228,,
565,I,as 3B,1947,2252,,9631,8481,1114,2283,387,85,144,1010,99,82,995,733,.269,.349,.386,.735,3272,232,42,113,0,94,132,.281,,
566,I,as C,1947,2252,,8875,7929,765,2026,313,68,149,1017,39,42,815,794,.256,.327,.369,.696,2922,195,31,100,0,166,108,.269,,
567,I,as Infield,1947,2252,,47303,41860,5259,10986,1829,375,788,5020,397,341,4692,3845,.262,.339,.381,.720,15929,1009,169,581,0,538,638,.274,,
568,I,as LF,1947,2252,,9729,8516,1276,2383,365,112,238,1167,80,66,1098,879,.280,.364,.433,.797,3686,195,33,82,0,125,123,.290,,
569,I,at Def. Pos.,1947,2252,,37857,33722,4160,8925,1461,338,534,3801,330,291,3509,3045,.265,.336,.376,.712,12664,791,138,487,0,421,531,.278,,
570,I,at Off. Pos.,1947,2252,,41326,36318,5161,9825,1627,369,858,4839,349,307,4456,3698,.271,.353,.407,.759,14764,870,149,402,0,467,516,.282,,
571,I,as 1B,1947,2252,,9676,8451,1242,2255,398,77,261,1264,83,56,1090,873,.267,.353,.425,.778,3590,190,32,103,0,108,124,.273,,
572,I,as 2B,1947,2252,,9592,8597,1059,2175,350,81,116,854,79,80,841,742,.253,.322,.353,.675,3035,228,27,126,0,74,129,.266,,
573,I,as RF,1947,2252,,9860,8716,1240,2411,402,86,190,1081,76,87,1009,811,.277,.354,.408,.762,3555,197,38,97,0,109,112,.288,,
574,I,as SS,1947,2252,,9529,8402,1079,2247,381,64,118,875,97,81,951,703,.267,.345,.370,.715,3110,164,37,139,0,96,145,.281,,
575,I,as CF,1947,2252,,9861,8794,1257,2477,417,125,151,1055,115,88,902,806,.282,.351,.409,.760,3597,204,43,122,0,85,149,.297,,
576,I,Other,1947,10,,10,10,4,2,1,1,0,4,0,0,0,0,.200,.200,.500,.700,5,0,0,0,0,0,0,.200,,
577,I,as CF,1948,2212,,9768,8606,1319,2453,395,112,178,1115,134,92,1006,804,.285,.363,.419,.782,3606,167,45,111,0,53,137,.298,,
578,I,as Infield,1948,2212,,46999,41370,5442,10871,1795,349,732,5069,414,345,4857,3837,.263,.343,.376,.719,15560,995,161,609,0,399,686,.276,,
579,I,as LF,1948,2212,,9717,8554,1278,2429,409,106,229,1251,88,64,1037,958,.284,.364,.437,.801,3737,177,39,86,0,86,138,.299,,
580,I,as Outfield,1948,2212,,29118,25620,3863,7291,1219,340,624,3574,307,231,3081,2506,.285,.364,.432,.796,11062,519,127,289,0,234,406,.296,,
581,I,as P,1948,2203,,6881,6146,471,1104,140,28,26,469,5,3,363,1432,.180,.227,.224,.451,1378,128,14,358,0,0,85,.230,,
582,I,as PH,1948,1329,,2604,2270,237,533,92,22,25,374,9,4,311,379,.235,.330,.328,.658,744,68,12,11,0,31,34,.272,,
583,,as PR,1948,,,,,148,,,,,,8,5,,,,,,,,,,,,,,,,
584,I,as 3B,1948,2212,,9689,8426,1270,2352,393,73,176,1082,93,77,1112,749,.279,.366,.406,.772,3419,225,45,105,0,55,151,.290,,
585,I,as C,1948,2212,,8749,7693,812,1875,309,43,141,957,50,44,914,852,.244,.326,.350,.676,2693,206,27,114,0,142,111,.259,,
586,I,as RF,1948,2212,,9633,8460,1266,2409,415,122,217,1208,85,75,1038,744,.285,.366,.440,.805,3719,175,43,92,0,95,131,.292,,
587,I,as SS,1948,2212,,9428,8366,1085,2197,354,64,115,975,94,64,920,728,.263,.337,.361,.699,3024,187,24,118,0,60,154,.277,,
588,I,at Def. Pos.,1948,2212,,37604,33160,4415,8755,1409,294,552,3970,367,291,3813,3135,.264,.342,.374,.716,12408,738,134,496,0,300,553,.278,,
589,I,at Off. Pos.,1948,2212,,41117,36100,5275,9940,1697,417,829,5047,371,294,4436,3587,.275,.357,.414,.772,14958,844,166,413,0,364,573,.288,,
590,I,as 1B,1948,2212,,9474,8390,1076,2217,388,94,182,1132,88,69,938,757,.264,.340,.398,.738,3339,199,27,119,0,97,119,.273,,
591,I,as 2B,1948,2212,,9659,8495,1199,2230,351,75,118,923,89,91,973,751,.263,.341,.363,.704,3085,178,38,153,0,45,151,.277,,
592,,Other,1948,2,,3,2,1,1,0,0,0,1,0,0,1,0,.500,.667,.500,1.167,1,0,0,0,0,1,0,.500,,
593,I,as 1B,1949,2212,,9550,8445,1119,2319,391,76,176,1158,73,67,929,750,.275,.349,.401,.751,3390,184,43,132,0,54,121,.285,,
594,I,as 2B,1949,2212,,9543,8345,1149,2246,366,74,136,976,106,87,1027,691,.269,.352,.380,.732,3168,236,44,126,0,43,117,.281,,
