Rk,I,Split,Year,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
966,,as PR,1972,,,,,243,,,,,,40,17,,,,,,,,,,,,,,,,
967,,as RF,1972,3718,,15788,14059,1762,3622,541,94,374,1559,244,161,1448,2236,.258,.329,.389,.719,5473,350,96,92,89,144,211,.282,,
968,,as SS,1972,3718,,15197,13715,1368,3183,437,98,101,1013,302,135,1126,1728,.232,.291,.300,.592,4119,282,60,209,87,120,222,.257,,
969,,as 3B,1972,3718,,15417,13675,1462,3353,532,69,317,1546,116,97,1418,2121,.245,.318,.364,.681,4974,332,89,110,123,139,175,.267,,
970,,as C,1972,3718,,14738,13192,1216,3192,482,66,282,1412,57,73,1268,2028,.242,.311,.353,.663,4652,348,96,75,103,250,170,.265,,
971,,as Infield,1972,3718,,76941,68649,7246,16908,2577,377,1379,7108,859,542,6686,9756,.246,.315,.355,.670,24376,1608,416,648,532,850,988,.268,,
972,,as LF,1972,3718,,15977,14283,1819,3922,634,114,341,1573,266,145,1414,2065,.275,.342,.407,.749,5807,324,103,85,89,166,199,.299,,
973,,as 1B,1972,3718,,15752,13869,1683,3665,590,65,560,2030,143,89,1636,2335,.264,.343,.437,.780,6065,350,82,50,114,249,193,.280,,
974,,as 2B,1972,3718,,15837,14198,1517,3515,536,79,119,1107,241,148,1238,1544,.248,.310,.322,.631,4566,296,89,204,105,92,228,.269,,
975,,at Def. Pos.,1972,3718,,61727,55433,5862,13629,2077,369,843,5068,982,577,4935,7523,.246,.309,.342,.652,18973,1216,331,627,393,603,819,.269,,
976,,at Off. Pos.,1972,3718,,67789,60166,7307,15455,2416,353,1644,7209,821,518,6385,9746,.257,.330,.391,.721,23509,1462,390,369,468,774,839,.280,,
977,,at Def. Pos.,1973,3886,,64443,57783,6730,14777,2199,376,1018,5895,1080,625,5166,7714,.256,.318,.360,.678,20782,1323,329,720,438,511,927,.278,,
978,,at Off. Pos.,1973,3886,,78900,69811,9373,18519,2931,408,2056,9084,947,581,7704,10989,.265,.339,.407,.747,28434,1746,410,410,559,846,1009,.287,,
979,,as RF,1973,3886,,16722,14863,2070,3966,695,108,429,1813,284,169,1564,2404,.267,.337,.415,.752,6164,363,79,91,125,159,213,.291,,
980,,as SS,1973,3886,,15637,14134,1448,3343,431,103,92,1157,277,133,1105,1876,.237,.292,.301,.593,4256,318,51,242,103,115,219,.265,,
981,,as Outfield,1973,3886,,50377,45030,6243,12259,1956,341,1273,5434,977,537,4468,6817,.272,.339,.416,.754,18716,1017,240,297,341,452,681,.295,,
982,,as P,1973,1932,,5435,4755,273,712,94,6,27,272,7,5,228,1652,.150,.191,.189,.380,899,70,16,421,13,0,66,.222,,
983,,Other,1973,15,,16,14,2,2,0,0,1,2,0,0,2,3,.143,.250,.357,.607,5,0,0,0,0,0,0,.100,,
984,,as CF,1973,3886,,16773,15095,2080,4119,645,127,397,1729,371,225,1368,2167,.273,.334,.411,.746,6209,320,78,121,111,116,247,.294,,
985,,as PH,1973,2175,,4263,3684,369,863,122,16,69,572,6,8,480,762,.234,.322,.332,.654,1224,104,20,28,50,73,35,.274,,
986,,as PR,1973,,,,,283,,,,,,33,31,,,,,,,,,,,,,,,,
987,,as 1B,1973,3886,,16511,14468,1847,3907,612,73,464,1988,111,86,1753,2342,.270,.350,.419,.769,6057,364,94,65,131,217,217,.292,,
988,,as 2B,1973,3886,,16557,14765,1777,3913,591,96,197,1364,367,197,1368,1719,.265,.329,.358,.687,5287,307,99,217,107,103,249,.287,,
989,,as 3B,1973,3886,,16355,14425,1825,3727,613,78,426,1800,132,102,1624,2157,.258,.335,.400,.735,5774,365,93,109,100,132,220,.276,,
990,,as C,1973,3886,,15476,13789,1425,3402,532,50,332,1645,65,70,1325,1952,.247,.315,.365,.680,5030,378,101,140,117,177,212,.264,,
991,,as Infield,1973,3886,,80536,71581,8322,18292,2779,400,1511,7954,952,588,7175,10046,.256,.325,.369,.694,26404,1732,438,773,558,744,1117,.277,,
992,,as LF,1973,3886,,16882,15072,2093,4174,616,106,447,1892,322,143,1536,2246,.277,.345,.421,.766,6343,334,83,85,105,177,221,.299,,
993,,as DH,1973,1944,,8379,7480,886,1922,280,27,227,1059,59,42,772,1120,.257,.328,.393,.720,2937,222,41,33,53,96,104,.274,,
994,,as PH for DH,1973,206,,212,181,40,40,7,0,6,40,3,1,25,42,.221,.308,.359,.667,65,6,0,1,5,8,1,.246,,
995,,as PH,1974,2342,,4667,4106,345,950,125,17,61,574,20,5,454,779,.231,.306,.315,.621,1292,116,16,25,64,69,61,.267,,
996,,as PR,1974,,,,,312,,,,,,77,42,,,,,,,,,,,,,,,,
997,,as Infield,1974,3890,,79938,71012,8292,18063,2728,408,1365,7731,1094,628,6998,9475,.254,.323,.362,.684,25702,1754,425,904,581,703,1092,.275,,
998,,as LF,1974,3890,,16974,15130,2014,4208,686,127,342,1797,393,224,1554,2090,.278,.346,.408,.754,6174,329,85,92,111,183,242,.302,,
999,,as Outfield,1974,3890,,50689,45172,5930,12308,1970,369,1039,5397,1197,628,4529,6635,.272,.340,.401,.741,18133,972,274,340,372,496,689,.298,,
1000,,as P,1974,1926,,5396,4692,304,774,99,15,18,287,3,10,253,1552,.165,.208,.204,.412,957,63,8,419,23,0,60,.240,,
1001,,at Def. Pos.,1974,3890,,64225,57344,6751,14712,2159,415,860,5709,1332,662,5215,7426,.257,.320,.354,.673,20281,1309,336,860,466,479,892,.280,,
1002,,at Off. Pos.,1974,3890,,79222,70208,8991,18478,2948,417,1771,8859,1154,709,7495,10516,.263,.335,.393,.728,27573,1712,430,455,615,874,1047,.285,,
1003,,as RF,1974,3890,,16712,14836,1868,3973,636,103,385,1913,290,165,1553,2368,.268,.339,.402,.741,5970,352,99,100,124,194,223,.294,,
1004,,as SS,1974,3890,,15487,13916,1540,3457,424,121,118,1163,361,168,1099,1705,.248,.305,.322,.626,4477,314,64,318,87,88,221,.274,,
1005,,as CF,1974,3890,,17003,15206,2048,4127,648,139,312,1687,514,239,1422,2177,.271,.335,.394,.728,5989,291,90,148,137,119,224,.297,,
1006,,as 3B,1974,3890,,16282,14365,1771,3678,574,72,330,1651,162,105,1559,1983,.256,.330,.375,.705,5386,360,90,130,128,159,239,.275,,
1007,,as C,1974,3890,,15225,13462,1428,3297,514,68,284,1519,79,71,1390,1927,.245,.317,.356,.673,4799,374,91,140,142,188,205,.264,,
1008,,as 1B,1974,3890,,16434,14509,1818,3800,643,60,487,2058,114,100,1646,2243,.262,.338,.415,.753,6024,376,89,62,124,184,185,.278,,
1009,,as 2B,1974,3890,,16510,14760,1735,3831,573,87,146,1340,378,184,1304,1617,.260,.322,.340,.661,5016,330,91,254,100,84,242,.281,,
1010,,as PH for DH,1974,199,,208,184,28,40,6,0,2,26,2,1,12,45,.217,.264,.283,.546,52,11,1,7,4,1,6,.270,,
1011,,as DH,1974,1945,,8361,7446,863,1909,290,38,168,892,98,68,741,1098,.256,.325,.373,.698,2779,190,52,53,68,86,103,.279,,
1012,,Other,1974,11,,12,12,3,5,1,0,0,3,0,0,0,0,.417,.417,.500,.917,6,0,0,0,0,0,0,.417,,
1013,,Other,1975,8,,9,9,8,4,0,1,1,8,0,0,0,1,.444,.444,1.000,1.444,9,0,0,0,0,0,0,.429,,
1014,,as CF,1975,3868,,16996,15157,2164,4117,680,147,286,1560,524,237,1472,2207,.272,.337,.392,.730,5949,290,92,160,114,129,255,.300,,
1015,,at Def. Pos.,1975,3868,,64262,57131,6929,14674,2255,423,850,5743,1354,668,5421,7297,.257,.322,.356,.678,20325,1273,324,925,448,479,995,.280,,
1016,,at Off. Pos.,1975,3868,,78945,69684,9070,18488,3100,449,1837,9119,1171,699,7715,10412,.265,.339,.402,.741,27997,1687,432,479,624,859,1036,.287,,
1017,,as Outfield,1975,3868,,50499,44710,6120,12120,2004,401,1026,5227,1232,621,4744,6569,.271,.342,.403,.745,18004,977,274,390,374,467,700,.296,,
1018,,as P,1975,1939,,5405,4649,296,697,88,14,10,283,4,3,266,1570,.150,.196,.181,.377,843,63,5,469,15,0,81,.223,,
1019,,as Infield,1975,3868,,79978,70921,8340,18270,2910,428,1377,8090,1108,636,7094,9198,.258,.326,.369,.695,26167,1710,419,952,576,709,1172,.277,,
1020,,as LF,1975,3868,,16860,14944,1989,4111,683,125,341,1747,403,225,1564,2087,.275,.345,.406,.751,6067,342,102,132,112,179,227,.299,,
1021,,as 1B,1975,3868,,16546,14657,1912,3973,709,64,497,2135,117,99,1623,2158,.271,.345,.430,.775,6301,416,90,48,126,213,208,.287,,
1022,,as 2B,1975,3868,,16543,14728,1869,3907,573,109,170,1413,453,228,1332,1529,.265,.328,.354,.681,5208,317,84,287,109,81,269,.284,,
1023,,as PH,1975,2339,,4606,3977,349,932,157,16,65,610,9,11,531,808,.234,.325,.331,.656,1316,104,26,28,44,85,51,.275,,
1024,,as PR,1975,,,,,286,,,,,,95,51,,,,,,,,,,,,,,,,
1025,,as RF,1975,3868,,16643,14609,1967,3892,641,129,399,1920,305,159,1708,2275,.266,.343,.410,.753,5988,345,80,98,148,159,218,.289,,
1026,,as SS,1975,3868,,15434,13806,1448,3324,473,95,108,1190,294,145,1147,1617,.241,.299,.312,.612,4311,299,55,307,115,78,239,.264,,
1027,,as 3B,1975,3868,,16166,14290,1663,3740,626,88,316,1772,161,106,1522,1950,.262,.334,.384,.719,5490,311,97,139,116,146,224,.282,,
1028,,as C,1975,3868,,15289,13440,1448,3326,529,72,286,1580,83,58,1470,1944,.247,.323,.361,.685,4857,367,93,171,110,191,232,.269,,
1029,,as DH,1975,1925,,8319,7364,904,1868,288,29,222,962,81,48,800,1171,.254,.327,.391,.718,2880,172,39,35,80,81,109,.272,,
1030,,as PH for DH,1975,194,,195,157,28,28,4,2,3,27,2,1,33,37,.178,.325,.287,.611,45,3,2,1,2,4,1,.210,,
1031,,as PH,1976,2337,,4509,3944,338,904,144,17,55,531,16,9,471,806,.229,.310,.316,.626,1247,98,15,23,54,64,56,.271,,
1032,,as PR,1976,,,,,268,,,,,,110,57,,,,,,,,,,,,,,,,
1033,,as 3B,1976,3878,,16161,14460,1734,3762,603,104,312,1647,224,145,1342,1976,.260,.324,.381,.705,5509,349,90,142,126,124,184,.281,,
1034,,as C,1976,3878,,15152,13412,1363,3209,520,59,218,1403,94,83,1407,1865,.239,.313,.336,.648,4501,338,78,146,108,149,209,.262,,
1035,,as Infield,1976,3878,,79606,70928,7959,18028,2745,496,1114,7549,1366,717,6783,8906,.254,.320,.354,.674,25107,1626,376,899,607,671,1059,.275,,
1036,,as LF,1976,3878,,16842,14973,1909,4069,659,123,327,1821,465,227,1520,2102,.272,.338,.398,.736,5955,347,63,121,163,112,195,.294,,
1037,,at Def. Pos.,1976,3878,,63894,57165,6433,14531,2200,461,624,5349,1564,730,5157,7068,.254,.317,.342,.658,19525,1207,283,829,449,441,909,.279,,
1038,,at Off. Pos.,1976,3878,,78469,69865,8801,18395,2964,491,1599,8747,1484,810,7014,10227,.263,.331,.388,.719,27138,1633,385,485,710,718,955,.286,,
1039,,as Outfield,1976,3878,,50219,45003,5809,12152,1975,399,899,5106,1453,699,4209,6479,.270,.333,.392,.724,17622,948,232,352,420,355,653,.296,,
1040,,as P,1976,1923,,5220,4482,258,671,76,14,12,265,6,3,218,1449,.150,.191,.181,.372,811,69,16,479,23,0,60,.216,,
1041,,as CF,1976,3878,,16978,15353,2014,4199,695,151,212,1474,641,274,1281,2140,.273,.330,.380,.710,5832,270,70,142,131,103,240,.304,,
1042,,as 1B,1976,3878,,16529,14656,1806,3934,637,82,390,2027,219,116,1565,2002,.268,.339,.403,.741,5905,340,73,70,163,209,206,.285,,
1043,,as 2B,1976,3878,,16109,14449,1628,3695,509,146,115,1287,446,208,1219,1443,.256,.315,.335,.650,4841,297,73,262,102,81,234,.276,,
1044,,as RF,1976,3878,,16399,14677,1886,3884,621,125,360,1811,347,198,1408,2237,.265,.331,.398,.728,5835,331,99,89,126,140,218,.289,,
1045,,as SS,1976,3878,,15655,13951,1428,3428,476,105,79,1185,383,165,1250,1620,.246,.308,.312,.620,4351,302,62,279,108,108,226,.271,,
1046,,as PH for DH,1976,207,,216,181,35,41,4,1,6,32,1,3,30,37,.227,.338,.359,.697,65,1,1,3,1,4,2,.252,,
1047,,as DH,1976,1932,,8245,7336,860,1883,304,41,161,942,103,58,738,1141,.257,.325,.375,.700,2752,169,46,43,79,73,98,.282,,
1048,,Other,1976,13,,15,13,2,1,0,0,0,2,1,0,1,1,.077,.133,.077,.210,1,0,0,0,1,0,0,.077,,
1049,,as CF,1977,4206,,18191,16448,2230,4546,758,172,393,1904,583,300,1379,2486,.276,.334,.415,.749,6827,285,97,138,126,137,253,.303,,
1050,,as RF,1977,4206,,18005,15933,2314,4483,781,141,585,2272,372,227,1742,2626,.281,.352,.458,.811,7301,326,94,75,160,151,206,.303,,
1051,,as SS,1977,4206,,17281,15649,1854,3879,594,152,128,1265,448,211,1142,1940,.248,.299,.330,.629,5161,301,51,312,125,59,271,.274,,
1052,,at Def. Pos.,1977,4206,,69786,62511,7812,16418,2655,570,1086,6560,1562,862,5558,8407,.263,.324,.375,.699,23471,1258,331,877,495,486,968,.287,,
1053,,at Off. Pos.,1977,4206,,86605,76965,10741,20903,3697,587,2527,10745,1450,914,7993,11834,.272,.341,.433,.774,33355,1824,448,470,719,810,1067,.290,,
1054,,as 3B,1977,4206,,17848,15858,2084,4232,754,130,466,2020,274,190,1636,2164,.267,.337,.419,.756,6644,389,104,133,114,160,238,.282,,
1055,,as C,1977,4206,,16579,14538,1751,3816,677,81,393,1933,101,121,1622,2122,.262,.337,.401,.739,5834,363,95,176,143,182,205,.281,,
1056,,as Infield,1977,4206,,87523,78024,9871,20548,3444,633,1762,9127,1449,889,7481,10525,.263,.329,.391,.720,30544,1786,421,939,638,722,1163,.283,,
1057,,as LF,1977,4206,,18207,16234,2302,4476,791,142,498,2129,402,200,1603,2361,.276,.342,.434,.776,7045,339,104,118,148,141,254,.294,,
1058,,as PH,1977,2596,,5005,4380,402,1031,171,19,97,728,29,20,507,926,.235,.312,.350,.662,1531,121,12,37,69,69,56,.273,,
1059,,as PR,1977,,,,,274,,,,,,86,69,,,,,,,,,,,,,,,,
1060,,as Outfield,1977,4206,,54403,48615,6846,13505,2330,455,1476,6305,1357,727,4724,7473,.278,.343,.436,.778,21173,950,295,331,434,429,713,.300,,
1061,,as P,1977,1913,,5152,4496,251,716,89,13,31,289,6,5,205,1481,.159,.197,.206,.403,924,65,12,417,17,0,47,.228,,
1062,,as 1B,1977,4206,,18080,16103,2205,4444,793,105,603,2451,196,137,1666,2440,.276,.344,.451,.795,7256,424,83,67,155,213,210,.291,,
1063,,as 2B,1977,4206,,17735,15876,1977,4177,626,165,172,1458,430,230,1415,1859,.263,.325,.356,.681,5649,309,88,251,101,108,239,.287,,
1064,,as DH,1977,2262,,9706,8663,1160,2290,416,52,286,1187,91,71,869,1355,.264,.332,.423,.756,3668,232,52,46,76,83,104,.282,,
1065,,as PH for DH,1977,231,,246,206,45,53,9,2,8,42,5,0,30,38,.257,.350,.437,.787,90,7,1,6,3,7,1,.276,,
1066,,Other,1977,4,,4,3,1,0,0,0,0,1,0,0,1,0,.000,.250,.000,.250,0,0,0,0,0,0,0,.000,,
1067,,as PH,1978,2456,,4598,3989,342,941,135,17,78,653,24,10,499,798,.236,.321,.337,.658,1344,109,27,31,50,70,57,.273,,
1068,,as PR,1978,,,,,358,,,,,,98,61,,,,,,,,,,,,,,,,
1069,,as 1B,1978,4204,,17765,15751,1956,4253,749,101,433,2208,206,118,1657,2113,.270,.340,.413,.752,6503,371,92,88,175,206,214,.286,,
1070,,as 2B,1978,4204,,17405,15581,1853,3996,600,112,165,1336,467,200,1352,1717,.256,.317,.341,.658,5315,331,73,280,118,96,235,.277,,
1071,,as 3B,1978,4204,,17437,15480,1937,4043,758,108,350,1813,256,147,1562,2037,.261,.330,.392,.721,6067,337,93,142,154,136,214,.279,,
1072,,as C,1978,4204,,16491,14558,1499,3592,633,72,317,1669,95,91,1562,1991,.247,.321,.365,.686,5320,374,90,143,132,210,193,.264,,
1073,,as RF,1978,4204,,17811,15828,2132,4380,724,156,436,1991,406,223,1620,2308,.277,.344,.425,.769,6724,315,83,120,160,148,229,.298,,
1074,,as SS,1978,4204,,17143,15461,1650,3991,613,126,106,1240,428,206,1126,1684,.258,.309,.335,.644,5174,300,72,373,111,74,223,.282,,
1075,,at Def. Pos.,1978,4204,,69107,61704,7122,15789,2590,452,931,5997,1580,785,5603,7692,.256,.319,.358,.677,22076,1311,326,974,489,543,916,.277,,
1076,,at Off. Pos.,1978,4204,,84898,75332,9877,20048,3490,556,2009,9824,1418,829,7783,10875,.266,.335,.407,.742,30677,1712,433,561,773,795,1040,.285,,
1077,,as CF,1978,4204,,18068,16104,2120,4210,744,142,343,1752,590,288,1563,2300,.261,.328,.389,.717,6267,306,91,178,128,163,265,.285,,
1078,,as Infield,1978,4204,,86241,76831,8895,19875,3353,519,1371,8266,1452,762,7259,9542,.259,.323,.369,.693,28379,1713,420,1026,690,722,1079,.278,,
1079,,as LF,1978,4204,,17885,15895,2097,4305,758,131,438,2013,331,207,1614,2329,.271,.339,.418,.756,6639,348,95,131,148,159,228,.291,,
1080,,as Outfield,1978,4204,,53764,47827,6349,12895,2226,429,1217,5756,1327,718,4797,6937,.270,.337,.410,.747,19630,969,269,429,436,470,722,.291,,
1081,,as P,1978,1922,,5175,4519,252,670,106,12,16,273,6,2,179,1491,.148,.182,.188,.370,848,58,13,451,13,0,55,.216,,
1082,,as PH for DH,1978,218,,234,205,32,48,4,1,2,30,0,2,17,40,.234,.303,.293,.595,60,10,4,5,2,3,3,.279,,
1083,,as DH,1978,2262,,9636,8594,1055,2174,370,44,276,1176,97,63,848,1330,.253,.320,.403,.723,3460,242,47,54,88,79,101,.268,,
1084,,Other,1978,12,,12,11,3,1,0,0,0,3,0,0,1,0,.091,.167,.091,.258,1,0,0,0,0,0,0,.091,,
1085,,Other,1979,12,,12,12,3,3,2,0,0,3,0,0,0,0,.250,.250,.417,.667,5,0,0,0,0,0,0,.250,,
1086,,as CF,1979,4196,,18332,16345,2329,4539,751,145,376,1924,688,276,1608,2349,.278,.343,.410,.754,6708,309,102,139,138,148,204,.303,,
1087,,as Outfield,1979,4196,,54287,48336,6808,13497,2295,406,1381,6307,1446,703,4840,6921,.279,.346,.429,.775,20747,1024,295,358,454,469,663,.299,,
1088,,as P,1979,1927,,5162,4532,261,685,112,9,18,277,5,9,166,1489,.151,.183,.192,.375,869,72,18,423,22,0,63,.219,,
1089,,as RF,1979,4196,,17971,15961,2281,4521,753,127,521,2190,389,230,1668,2323,.283,.352,.444,.796,7091,356,97,91,153,171,221,.301,,
1090,,as SS,1979,4196,,17202,15541,1895,3984,600,158,141,1359,358,205,1099,1744,.256,.306,.343,.648,5323,320,68,366,127,69,237,.279,,
1091,,as 1B,1979,4196,,17996,16009,2174,4500,814,103,522,2319,189,130,1660,2089,.281,.349,.443,.791,7086,428,88,79,156,210,197,.293,,
1092,,as 2B,1979,4196,,17488,15574,1992,4096,641,142,226,1547,476,186,1451,1750,.263,.326,.366,.692,5699,330,64,276,123,141,221,.282,,
1093,,as 3B,1979,4196,,17588,15719,2033,4272,764,115,427,2064,235,148,1475,2035,.272,.335,.417,.751,6547,385,81,163,147,154,233,.287,,
1094,,as C,1979,4196,,16563,14607,1699,3703,674,71,357,1838,86,81,1577,1972,.254,.326,.383,.709,5590,408,72,155,147,176,208,.269,,
1095,,as PH,1979,2491,,4730,4118,351,980,147,27,71,595,16,13,505,828,.238,.319,.339,.658,1394,128,13,38,55,75,59,.278,,
1096,,as PR,1979,,,,,305,,,,,,70,48,,,,,,,,,,,,,,,,
1097,,at Def. Pos.,1979,4196,,69585,62067,7915,16322,2666,516,1100,6668,1608,748,5735,7815,.263,.326,.376,.702,23320,1367,306,936,535,534,870,.284,,
1098,,at Off. Pos.,1979,4196,,85619,76181,10538,20901,3635,541,2315,10610,1370,840,7700,10731,.274,.341,.427,.769,32563,1892,430,537,757,832,1045,.291,,
1099,,as Infield,1979,4196,,86837,77450,9793,20555,3493,589,1673,9127,1344,750,7262,9590,.265,.329,.391,.719,30245,1871,373,1039,700,750,1096,.282,,
1100,,as LF,1979,4196,,17984,16030,2198,4437,791,134,484,2193,369,197,1564,2249,.277,.342,.433,.775,6948,359,96,128,163,150,238,.294,,
1101,,as DH,1979,2254,,9648,8598,1196,2258,376,37,298,1280,102,74,865,1258,.263,.331,.419,.750,3602,244,55,43,85,82,101,.275,,
1102,,as PH for DH,1979,280,,298,254,35,67,10,2,8,31,3,1,37,51,.264,.355,.413,.768,105,8,0,5,2,10,4,.299,,
1103,,as PH,1980,2655,,5224,4521,402,1098,170,17,92,718,30,9,564,842,.243,.326,.349,.675,1578,136,26,39,74,106,46,.275,,
1104,,as PR,1980,,,,,310,,,,,,53,38,,,,,,,,,,,,,,,,
1105,,as Infield,1980,4210,,86961,77915,9243,20568,3474,565,1473,8763,1405,781,7017,9539,.264,.325,.380,.705,29591,1897,331,986,693,775,1136,.282,,
1106,,as LF,1980,4210,,18160,16304,2290,4643,756,147,431,2056,657,250,1544,2210,.285,.347,.428,.776,6986,348,90,90,131,158,221,.305,,
1107,,as 1B,1980,4210,,18119,16071,2044,4510,817,100,450,2268,189,137,1711,1955,.281,.350,.428,.777,6877,415,78,89,161,226,185,.294,,
1108,,as 2B,1980,4210,,17628,15763,1924,4080,678,137,157,1400,496,184,1428,1792,.259,.320,.349,.669,5503,350,57,251,127,132,256,.281,,
1109,,as Outfield,1980,4210,,54504,48896,6691,13511,2218,434,1234,5982,1710,714,4585,7104,.276,.339,.415,.754,20299,1010,247,351,420,463,698,.300,,
1110,,as P,1980,1929,,5105,4427,247,690,111,11,17,270,7,5,192,1491,.156,.192,.197,.390,874,63,10,461,15,0,51,.229,,
1111,,as RF,1980,4210,,17921,16080,2156,4408,753,134,475,2155,291,172,1515,2420,.274,.337,.426,.763,6854,365,82,100,143,152,225,.295,,
1112,,as SS,1980,4210,,17192,15636,1821,4024,624,135,134,1284,403,214,1062,1776,.257,.305,.340,.646,5320,341,68,319,106,78,249,.281,,
1113,,as CF,1980,4210,,18423,16512,2245,4460,709,153,328,1771,762,292,1526,2474,.270,.332,.391,.723,6459,297,75,161,146,153,252,.298,,
1114,,as 3B,1980,4210,,17473,15664,1926,4160,711,123,413,1982,218,162,1424,2081,.266,.327,.406,.733,6356,392,72,161,149,165,243,.281,,
1115,,as C,1980,4210,,16549,14781,1528,3794,644,70,319,1829,99,84,1392,1935,.257,.320,.374,.695,5535,399,56,166,150,174,203,.274,,
1116,,at Def. Pos.,1980,4210,,69792,62692,7518,16358,2655,495,938,6284,1760,774,5408,7977,.261,.320,.364,.684,22817,1387,256,897,529,537,960,.284,,
1117,,at Off. Pos.,1980,4210,,86304,77033,10288,21092,3579,570,2132,10370,1527,831,7589,10743,.274,.339,.418,.757,32207,1913,391,525,752,898,1031,.292,,
1118,,as PH for DH,1980,335,,372,326,74,82,11,0,11,71,2,5,37,69,.252,.327,.387,.714,126,12,2,2,5,10,7,.283,,
1119,,as DH,1980,2264,,9779,8719,1160,2355,383,49,282,1262,89,63,868,1304,.270,.336,.422,.758,3682,269,45,48,99,101,118,.287,,
1120,,Other,1980,9,,9,8,4,4,0,0,0,4,0,0,1,1,.500,.556,.500,1.056,4,0,0,0,0,0,0,.571,,
1121,,as CF,1981,2788,,12119,10850,1456,2864,488,97,196,1162,426,192,1010,1603,.264,.328,.381,.709,4134,187,63,100,95,92,170,.292,,
1122,,at Def. Pos.,1981,2788,,45755,40963,4682,10371,1672,281,564,4017,966,533,3659,5141,.253,.315,.349,.664,14297,862,191,614,322,334,616,.276,,
1123,,at Off. Pos.,1981,2788,,56892,50706,6316,13366,2267,370,1208,6255,1053,564,5075,7148,.264,.331,.394,.725,19997,1307,266,344,495,561,682,.284,,
1124,,as Outfield,1981,2788,,35931,32194,4201,8603,1423,307,711,3737,1076,485,3028,4701,.267,.331,.397,.728,12773,735,186,232,289,280,485,.292,,
1125,,as P,1981,1263,,3241,2794,149,419,60,8,9,176,2,3,134,948,.150,.190,.187,.377,522,38,7,294,12,0,22,.222,,
1126,,as Infield,1981,2788,,56908,50895,5681,13072,2179,310,848,5371,818,534,4676,6164,.257,.320,.362,.681,18415,1193,223,672,433,496,712,.276,,
1127,,as LF,1981,2788,,12045,10750,1386,2927,447,113,225,1267,428,162,1061,1457,.272,.338,.398,.736,4275,279,62,60,112,98,163,.294,,
1128,,as 1B,1981,2788,,11822,10553,1276,2824,537,51,258,1284,102,86,1065,1245,.268,.334,.401,.736,4237,296,42,66,93,138,130,.281,,
1129,,as 2B,1981,2788,,11613,10375,1194,2605,384,77,113,920,272,133,946,1199,.251,.314,.336,.650,3482,202,39,173,76,79,173,.273,,
1130,,as PH,1981,1807,,3574,3074,251,699,104,18,51,472,22,13,417,560,.227,.317,.323,.640,992,95,9,28,46,71,37,.258,,
1131,,as PR,1981,,,,,190,,,,,,60,25,,,,,,,,,,,,,,,,
1132,,as RF,1981,2788,,11767,10594,1359,2812,488,97,290,1308,222,131,957,1641,.265,.328,.412,.739,4364,269,61,72,82,90,152,.288,,
1133,,as SS,1981,2788,,11065,9972,1076,2455,374,73,80,861,206,143,755,1151,.246,.300,.322,.622,3215,207,42,228,68,56,140,.270,,
1134,,as 3B,1981,2788,,11450,10229,1179,2741,458,75,222,1232,176,107,962,1381,.268,.331,.393,.723,4015,222,53,92,113,116,136,.288,,
1135,,as C,1981,2788,,10958,9766,956,2447,426,34,175,1074,62,65,948,1188,.251,.317,.355,.672,3466,266,47,113,83,107,133,.268,,
1136,,as DH,1981,1500,,6427,5661,675,1397,238,16,167,725,43,40,648,889,.247,.326,.383,.709,2168,151,39,28,50,56,69,.264,,
1137,,as PH for DH,1981,181,,193,155,34,34,5,0,5,33,2,1,35,25,.219,.361,.348,.710,54,5,0,2,1,8,5,.230,,
1138,,Other,1981,3,,4,4,4,1,1,0,0,3,0,0,0,0,.250,.250,.500,.750,2,0,0,0,0,0,1,.250,,
1139,,as PH,1982,2529,,5075,4429,390,997,164,20,84,671,28,10,528,932,.225,.307,.328,.635,1453,125,21,41,56,98,43,.263,,
1140,,as PR,1982,,,,,255,,,,,,53,45,,,,,,,,,,,,,,,,
1141,,as 3B,1982,4214,,17764,15881,2056,4263,746,105,424,1938,279,144,1515,2087,.268,.332,.409,.741,6491,360,84,126,157,165,240,.284,,
1142,,as C,1982,4214,,16705,14940,1627,3778,670,64,352,1773,131,91,1403,2049,.253,.317,.377,.694,5632,385,66,165,128,152,201,.270,,
1143,,as Infield,1982,4214,,86946,77980,9423,20515,3471,511,1643,8837,1452,743,7036,9864,.263,.324,.384,.708,29937,1762,344,880,696,740,1143,.281,,
1144,,as LF,1982,4214,,18310,16390,2297,4535,725,124,460,2026,633,247,1610,2316,.277,.342,.420,.762,6888,369,91,86,133,150,213,.296,,
1145,,at Def. Pos.,1982,4214,,69447,62563,7592,16300,2717,468,1103,6569,1656,791,5337,8274,.261,.319,.372,.691,23262,1341,268,798,475,446,926,.283,,
1146,,at Off. Pos.,1982,4214,,86514,77119,10271,20674,3502,486,2255,10185,1514,818,7785,11341,.268,.335,.414,.749,31913,1756,402,471,729,873,1004,.287,,
1147,,as Outfield,1982,4214,,54485,48892,6715,13229,2194,390,1339,6004,1584,749,4638,7545,.271,.335,.414,.748,20220,1012,262,321,368,411,668,.294,,
